职位名称,公司名称,薪资水平,职位要求,发布时间,工作待遇,员工数目,公司领域,公司性质
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
36812-算法工程师-NLP算法工程师(腾讯新闻),深圳市腾讯计算机系统有限公司,,"['北京', '3-4年经验', '本科', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
PCG19-腾讯视频NLP算法工程师（深圳/北京）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '本科', '招3人']",01-06,,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师-搜索广告,字节跳动,3-6万/月,"['北京', '在校生/应届生', '本科', '招10人']",01-06,扁平管理 用户过亿 免费三餐,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 广告系统,字节跳动,2.5-5万/月,"['北京', '5-7年经验', '本科', '招2人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,字节跳动,2-4万/月,"['北京', '在校生/应届生', '本科', '招2人']",01-06,弹性工作 免费三餐 租房补贴 休闲下午茶 扁平管理 五险一金,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 国际化,字节跳动,2.5-5万/月,"['北京', '2年经验', '本科', '招3人']",01-06,六险一金 弹性工作 免费三餐 租房补贴 带薪休假 休闲下午茶 扁平管理,10000人以上,互联网/电子商务,民营公司
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['上海-徐汇区', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['异地招聘', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['异地招聘', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['异地招聘', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['异地招聘', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['异地招聘', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-3万/月,"['异地招聘', '1年经验', '本科', '招1人']",12-28,五险一金 绩效奖金 年终奖金 交通补贴 员工旅游 定期体检 周末双休,150-500人,计算机软件,外资（非欧美）
