所属行业,站点名称,企业名称,经纬度
皮革,纳管口,浙江正大新材料科技工作有限公司,"浙江省杭州市下城区正大,120.189947"
皮革,标排口1#,宁波樱盛织染有限公司,"浙江省宁波市奉化区樱盛织染有限公司,121.440223"
皮革,标排口,绍兴市南洋染织有限公司,"浙江省绍兴市柯桥区南洋染织有限公司,120.714110"
皮革,1#,奉化市佳佳镀金厂,"浙江省宁波市奉化区佳佳镀金厂,121.426154"
,废气排放口,桐乡中维化纤有限公司,"浙江省嘉兴市桐乡市中维化纤有限公司,120.338168"
皮革,废水排放口,浙江省常山长盛化工有限公司,"浙江省衢州市常山县长盛化工有限公司,118.563860"
,1#,淳安县千峰水泥有限公司,"浙江省杭州市淳安县千峰水泥有限公司,118.581790"
皮革,纳管口,宁波王龙科技股份有限公司,"浙江省宁波市余姚市宁波王龙科技股份有限公司,121.059331"
皮革,总排放口,浙江大唐国际绍兴江滨热电有限责任公司,"浙江省绍兴市诸暨市大唐,120.170663"
皮革,废水排放口,浙江吉利汽车有限公司春晓工厂,"浙江省杭州市滨江区吉利汽车有限公司,120.218672"
皮革,废水排放口,龙游伊利乳业有限责任公司,"浙江省衢州市龙游县伊利乳业有限责任公司,119.232471"
皮革,标排口1,杭州淳安千岛湖生态综合养殖有限公司,"浙江省杭州市淳安县杭州淳安千岛湖生态综合养殖有限公司,119.184583"
皮革,标排口1#,舟山市富丹旅游食品有限公司,"浙江省舟山市普陀区富丹旅游食品有限公司,122.272448"
锅炉,废气排放口,纳爱斯集团有限公司,"贵州省黔西南布依族苗族自治州望谟县纳爱,106.042824"
,烟气排放口,宁波大地化工环保有限公司,"浙江省宁波市镇海区宁波大地化工环保有限公司,121.622047"
皮革,总排口,浙江花园生物高科股份有限公司,"浙江省杭州市江干区生物高科股份有限公司,120.328194"
皮革,标排口,温岭市东港生化有限公司,"浙江省台州市温岭市,121.385604"
锅炉,废气排放口,桐乡市中盈化纤有限公司,"浙江省嘉兴市桐乡市桐乡市中盈化纤有限公司,120.341001"
皮革,标排口1#,临安昌盛电子厂,"浙江省杭州市临安区临安,119.718891"
皮革,标排口,杭州龙山化工有限公司,"浙江省杭州市萧山区龙山化工有限公司,120.643594"
皮革,标排口,三门朝源新材料有限公司,"浙江省台州市三门县朝源新材料有限公司,121.695244"
皮革,标排口1#,浙江舟山格林食品有限公司,"浙江省舟山市普陀区格林食品有限公司,122.262321"
皮革,标排口,浙江建德建业热电有限公司,"浙江省杭州市建德市建业热电有限公司,119.466003"
火电,四电站3#,中国石油化工股份有限公司镇海炼化分公司,"浙江省宁波市镇海区镇海炼化分公司,121.666911"
皮革,总排口,宁波海龙罐头食品有限公司,"浙江省宁波市镇海区宁波海龙罐头食品有限公司,121.553688"
皮革,总排口,舟山纳海油污水综合处理有限公司,"浙江省舟山市定海区舟山电大,122.194660"
其他（废气）,废气排放口,亚泰制革有限公司,"北京市朝阳区城建亚泰,116.431793"
,排放口,杭州腾飞工贸实业有限公司,"浙江省杭州市萧山区杭州腾飞工贸实业有限公司,120.474394"
皮革,标排口,绍兴市越城区国泰助剂有限公司,"浙江省绍兴市越城区,120.582633"
火电,1#机组废气排放口,华电杭州半山发电有限公司,"浙江省杭州市拱墅区半山发电有限公司,120.145513"
工业炉窑,废气标排口,杭州诺贝尔陶瓷有限公司,"浙江省杭州市余杭区杭州诺贝尔陶瓷有限公司,120.245062"
皮革,标排口,丽水市南明化工有限公司,"浙江省丽水市莲都区南明化工,119.848434"
,2#废气排放口,绍兴市清能环保有限公司（原中环）,"浙江省绍兴市,120.580232"
皮革,入管网口,海宁市现代化工有限公司,"浙江省嘉兴市海宁市海宁市现代化工有限公司,120.759434"
,排放口1#,庆元琦丰新能源有限公司,"浙江省丽水市庆元县庆元琦丰新能源有限公司,118.989647"
皮革,标排口,象山县石浦兴港污水处理有限公司,"浙江省宁波市象山县石浦,121.931399"
皮革,标排口,富阳市建新纸业有限公司,"浙江省杭州市乾新纸业有限公司,119.983994"
皮革,入管网口,海宁市陈氏印染有限公司,"浙江省嘉兴市海宁市陈氏印染有限公司,120.352841"
皮革,标排口,台州市新华树脂有限公司,"浙江省台州市路桥区新华树脂有限公司,121.392120"
皮革,废水排放口#1,台塑集团热电（宁波）有限公司,"浙江省宁波市北仑区宁波有限公司,121.906423"
皮革,纳管口,玛氏食品(嘉兴)有限公司,"浙江省嘉兴市南湖区玛氏食品(嘉兴)有限公司,120.706320"
皮革,标排口,舟山市肉联加工有限公司,"浙江省舟山市定海区舟山市肉联加工有限公司,122.173059"
皮革,标排口,富阳广灵纸业有限公司,"浙江省杭州市富阳区广灵纸业有限公司,120.041549"
皮革,标排口1#,临安龙飞电子有限公司,"浙江省杭州市临安区临安龙飞电子有限公司,119.681518"
皮革,标排口1#,爱科汽车零部件制造（宁波）有限公司,"浙江省宁波市奉化区爱科汽车零部件制造(宁波)有限公司,121.431159"
垃圾焚烧,2#标排口,临海市伟明环保能源有限公司,"浙江省台州市临海市伟明环保能源有限公司,121.213740"
皮革,标排口,浙江造船有限公司,"浙江省杭州市淳安县造船有限公司,119.046375"
,1#,浙江红狮水泥有限公司,"浙江省杭州市建德市红狮水泥有限公司,119.158622"
皮革,标排口1#,舟山加藤佳食品有限公司,"浙江省舟山市普陀区舟山加藤佳食品有限公司,122.235638"
皮革,一期,绍兴水处理发展有限公司,"浙江省绍兴市柯桥区绍兴水处理发展有限公司,120.654779"
皮革,标准排放口,温州市鑫联电子有限公司,"浙江省温州市,120.699366"
皮革,标排口,绍兴县华升印染有限公司,"湖南省衡阳市南岳区华升,112.735023"
皮革,标排口,绍兴远东石化有限公司,"浙江省绍兴市柯桥区绍兴远东石化有限公司,120.673911"
皮革,废水排放口,海曙垃圾填埋场,"浙江省宁波市海曙区生活垃圾填埋场,121.391202"
皮革,标排口,杭州万事利丝绸数码印花有限公司,"浙江省杭州市江干区杭州万事利丝绸科技有限公司,120.330311"
,排放口2#,杭州萧山鸿达染整有限公司,"浙江省杭州市萧山区杭州鸿达染整有限公司,120.463139"
皮革,标排口1#,舟山海之格水产品有限公司,"浙江省舟山市普陀区舟山海之格水产品有限公司,122.238410"
,1#,缙云县工联页岩砖制造有限公司,"浙江省丽水市缙云县,120.091573"
皮革,标排口,兰溪市弘和工贸有限公司,"浙江省金华市兰溪市弘和工贸有限公司,119.416128"
皮革,标排口,联化科技股份有限公司,"吉林省吉林市丰满区联化,126.634567"
火电,三电站4#,中国石油化工股份有限公司镇海炼化分公司,"浙江省宁波市镇海区镇海炼化分公司,121.666911"
皮革,总排口,仙居县白塔镇污水处理厂,"浙江省台州市仙居县白塔镇,120.601611"
皮革,1#,杭州临安市永兴纺织印染有限公司,"浙江省杭州市临安区永兴纺织印染有限公司,119.481555"
皮革,总排口,浙江新龙实业有限公司,"浙江省杭州市萧山区龙实业有限公司,120.388669"
皮革,废水排放口,海润生物科技有限公司,"北京市朝阳区海润国际,116.482735"
皮革,标排口,杭州萧山污水处理有限公司（临江污水处理厂）,"浙江省杭州市萧山区临江污水处理厂,120.689227"
皮革,纳管口,嘉兴市荣祥喷织有限公司,"浙江省嘉兴市秀洲区嘉兴市荣祥喷织有限公司,120.707230"
皮革,标排口,新界泵业集团股份有限公司,"陕西省西安市长安区新界,108.939079"
皮革,标排口,湖州石淙印染有限公司,"浙江省湖州市南浔区湖州石淙印染有限公司,120.266357"
皮革,污水总排放口,杭州颖泰生物科技有限公司,"浙江省杭州市江干区杭州颖泰生物科技有限公司,120.202118"
,排放口,浙江中纺控股集团有限公司,"浙江省杭州市萧山区浙江中纺控股集团有限公司,120.397884"
,废气排放口#1,台塑集团热电（宁波）有限公司,"浙江省宁波市北仑区宁波有限公司,121.906423"
皮革,1#排放口,浙江江南景洁铝业有限公司,"浙江省杭州市下城区江南,120.191637"
皮革,三期排口,舟山市污水处理有限公司（定海污水处理厂）,"浙江省舟山市定海区舟山市污水处理有限公司,122.199097"
,烟气,浪莎袜业有限公司,"浙江省金华市婺城区浪莎,119.657738"
皮革,标排口,湖州九龙印染有限公司,"浙江省湖州市吴兴区九龙印染有限公司,120.049851"
,1#,温州市康尔微晶器皿有限公司,"浙江省温州市苍南县温州市康尔微晶器皿有限公司,120.576967"
皮革,标排口1,慈溪光华铝氧化厂,"浙江省宁波市慈溪市光华铝氧化厂,121.329871"
垃圾焚烧,1#废气排放口,舟山旺能环保能源有限公司,"浙江省舟山市定海区舟山旺能环保能源有限公司,122.092962"
水泥,废气总排口,浙江新都水泥有限公司,"浙江省,120.152791"
皮革,标排口,绍兴县永盛炼染有限公司,"四川省凉山彝族自治州雷波县永盛乡,103.726334"
皮革,标排口,杭州宇田科技有限公司,"浙江省杭州市萧山区杭州宇田科技有限公司,120.592785"
皮革,标排口,杭州海康微影传感科技有限公司,"浙江省杭州市富阳区海康微影传感科技有限公司,119.974725"
皮革,1#,杭州先进特种纸业有限公司,"浙江省杭州市富阳区杭州先进特种纸业有限公司,119.979923"
皮革,标排口1#,临安荣力电子有限公司,"浙江省杭州市临安区荣力电子有限公司,119.710208"
皮革,标排口,绍兴县第八印染有限公司,"重庆市巴南区绍兴村,106.912216"
皮革,标排口,天台左溪锦纶袜定性染色有限公司,"浙江省台州市天台县左溪,120.913526"
皮革,标排口,绍兴县国泰印染有限公司,"重庆市巴南区绍兴村,106.912216"
皮革,标排口,诸暨民意针织有限公司,"浙江省绍兴市诸暨市民意针织有限公司,120.189638"
皮革,1#,新界泵业集团股份有限公司,"陕西省西安市长安区新界,108.939079"
皮革,总排口,桐乡雄鹰皮草有限公司,"浙江省嘉兴市桐乡市桐乡市雄鹰皮草有限公司,120.452783"
皮革,标排口,普利民服装纽扣宁波有限公司,"浙江省宁波市余姚市普利民服装纽扣宁波有限公司,121.039634"
皮革,标排口1#,浙江东海岸船业有限公司,"浙江省杭州市余杭区业有限公司,120.260249"
皮革,总排口,绍兴市装璜电化有限公司,"浙江省绍兴市上虞区绍兴市装璜电化有限公司,120.763750"
皮革,纳管口,嘉兴市红润袜业有限公司,"浙江省嘉兴市南湖区红润袜业有限公司,120.721711"
皮革,总排口,新和(绍兴)绿色照明有限公司,"浙江省绍兴市越城区新和(绍兴)绿色照明有限公司,120.617530"
皮革,总排口,德清县双桥纸业有限公司,"浙江省湖州市德清县双桥纸业有限公司,120.262491"
皮革,标排口,台塑工业（宁波）有限公司,"浙江省宁波市北仑区台塑工业宁波有限公司,121.906423"
皮革,纳管口,浙江卫星能源有限公司,"浙江省杭州市萧山区卫星,120.285656"
皮革,标准排放口,乐清市荣禹污水处理有限公司,"浙江省温州市乐清市纬十九乐清市荣禹污水处理有限公司,121.004371"
皮革,排放口,宁波欧琳厨具有限公司,"浙江省宁波市鄞州区宁波欧琳厨具有限公司,121.615796"
皮革,入管网口,海宁光泰太阳能工业有限公司,"浙江省嘉兴市海宁市海宁光泰太阳能工业有限公司,120.691439"
皮革,纳管口,嘉兴市金鹰电镀有限公司,"浙江省嘉兴市南湖区嘉兴市金鹰电镀有限公司,120.867997"
皮革,标排口,新多集团有限公司,"浙江省金华市永康市中国新多集团有限公司,120.003380"
皮革,总排口,金山门科技有限公司,"上海市金山区金山,121.299950"
皮革,标排口,绍兴县华星丝织印染有限公司,"安徽省合肥市瑶海区华星,117.296982"
皮革,标排口,浙江古越龙山绍兴酒股份有限公司产业园区第一酿酒厂,"浙江省绍兴市上虞区产业园区,120.690983"
皮革,排放口2,阿克苏诺贝尔乙烯胺（宁波）有限公司,"新疆维吾尔自治区阿克苏地区,80.260605"
皮革,标排口,绍兴县星发纺织服饰印染有限公司,"重庆市巴南区绍兴村,106.912216"
锅炉,2#焦炉烟囱排放口,宁波钢铁有限公司,"浙江省宁波市北仑区宁波钢铁有限公司,121.883031"
皮革,总排口,绍兴鑫亿布业有限公司,"浙江省绍兴市越城区绍兴鑫亿布业有限公司,120.610723"
,排放口1#,浙江航民股份有限公司印染分公司,"浙江省杭州市萧山区航民股份有限公司印染分公司,120.448267"
火电,3#废气排放口,湖州协鑫环保热电有限公司,"浙江省湖州市南浔区湖州协鑫环保热电有限公司,120.412490"
,标排口1#,台州临港热电有限公司,"浙江省台州市临海市台州临港热电有限公司,121.583598"
锅炉,排放口2#,杭州舒尔姿氨纶有限公司,"浙江省杭州市萧山区杭州舒尔姿氨纶有限公司,120.420676"
皮革,标排口1#,杭州鹏润电子有限公司,"浙江省杭州市临安区鹏润电子有限公司,119.708214"
,1#,缙云县九洲混凝土有限公司,"浙江省丽水市缙云县九洲混凝土有限公司,120.199376"
皮革,废水排污口,杭州长江汽车制造有限公司,"浙江省杭州市余杭区长江汽车制造有限公司,120.264697"
