所属行业,站点名称,企业名称,经纬度
污水处理厂,进水口,义乌市水处理有限责任公司赤岸运营部,"浙江省金华市义乌市赤岸,120.037045"
热电,铁烟囱,绍兴县柏盛热电有限公司,"山西省长治市屯留县柏盛村,112.693840"
污水处理厂,标排口,建德莲花污水处理厂,"浙江省杭州市建德市莲花,119.333397"
污水处理厂,排放口,安吉银溪水务有限公司（原五鑫基础）,"浙江省湖州市安吉县安吉,119.675250"
污水处理厂,废水标排口,宁波市镇海雄镇建设投资有限公司排水分公司（宁波市城市排水有限公司镇海区排水分公司）,"浙江省宁波市镇海区宁波市城市排水有限公司镇海区排水分公司,121.723170"
电镀,标排口1#,缙云县四方电镀厂,"浙江省丽水市缙云县四方电镀厂,120.062318"
污水处理厂,总排口,缙云健顺水务有限公司（缙云县污水处理厂）,"浙江省丽水市缙云县缙云县污水处理厂,120.063090"
食品加工,标准排放口,温州东瓯食品有限公司,"浙江省温州市瓯海区温州东瓯食品有限公司,120.579320"
热电,3#排放口,杭州江东富丽达热电有限公司,"浙江省杭州市萧山区江东富丽达热电有限公司,120.584152"
化工,标排口,绍兴凤登环保有限公司(原绍兴化工有限公司）,"浙江省绍兴市越城区绍兴化工有限公司,120.633378"
污水处理厂,标排口,永康市前仓镇污水处理厂,"浙江省金华市永康市前仓镇,120.092562"
化工,废水排放口,浙江太平洋化学有限公司,"浙江省杭州市下城区浙江太平洋,120.200522"
污水处理厂,进水口,义乌市水处理有限责任公司苏溪运营部,"浙江省金华市义乌市苏溪,120.131443"
造纸,标排口,桐庐新华纸业有限公司,"浙江省杭州市桐庐县新华纸业有限公司,119.723591"
污水处理厂,标排口,杭州余杭水务有限公司良渚分公司,"浙江省杭州市余杭区余杭水务有限公司良渚分公司,120.064663"
纺织染整,标排口1#,临安华诚印染有限公司,"浙江省杭州市临安区临安,119.718891"
火电,4号炉,浙江浙能嘉华发电有限公司,"浙江省杭州市上城区浙江浙能嘉华发电有限公司,120.179750"
医药,总排口,浙江前进药业有限公司（原：美克药业）,"浙江省杭州市西湖区前进药业,120.071226"
金属加工,标排口,德清县红星塑料通讯器材厂,"浙江省湖州市德清县红星塑料通讯器材厂,120.294465"
污水处理厂,总排口,德清县新市镇乐安污水处理厂,"浙江省湖州市德清县污水处理厂,120.299868"
纺织染整,标排口,浦江佳媛工贸有限公司,"浙江省金华市浦江县浦江,119.892726"
医药,1#排口,联化科技（台州）有限公司,"浙江省台州市临海市联化科技(台州)有限公司,121.559236"
造纸,废水标排口,龙游塔恩纸业有限公司,"浙江省衢州市龙游县龙游塔恩纸业有限公司,119.201077"
污水处理厂,二期,遂昌县供排水有限公司污水处理厂,"浙江省丽水市遂昌县供排水有限公司,119.278211"
造纸,总排口,丽水兴昌新材料科技股份有限公司,"浙江省丽水市遂昌县丽水兴昌新材料科技股份有限公司,119.368160"
合成革,废水标排口,浙江永隆化工有限公司,"浙江省杭州市富阳区永隆化工有限公司,119.899573"
化工,标排口,江山市双氧水有限公司,"浙江省衢州市江山市江山市双氧水有限公司,118.723053"
纺织染整,标排口,东阳市茂盛洗染有限公司,"浙江省金华市东阳市东阳市茂盛洗染有限公司,120.212083"
造纸,废水标排口,富阳钓鱼实业有限公司,"浙江省杭州市富阳区富阳钓鱼实业有限公司,119.979534"
纺织染整,标准排放口,温州强业成衣水洗整理有限公司,"浙江省温州市鹿城区强业成衣水洗整理有限公司,120.593288"
电镀,标排口,义乌市美联工贸有限公司,"浙江省金华市义乌市美联工贸有限公司,120.055968"
热电,废气标排口2#,杭州余杭新奥能源发展有限公司,"浙江省杭州市余杭区余杭,119.942262"
造纸,废水标排口,浙江金昌特种纸股份有限公司（原名为浙江金昌纸业有限公司）,"浙江省,120.152791"
热电,原垃圾排放口,浙江诸暨八方热电有限责任公司,"浙江省绍兴市诸暨市八方热电有限责任公司,120.211464"
化工,VOCs排放口纺化,浙江卫星石化股份有限公司,"浙江省杭州市萧山区卫星,120.285656"
化工,标排口,浙江国光生化股份有限公司,"浙江省,120.152791"
纺织染整,排放口,杭州华丽染整有限公司,"浙江省杭州市萧山区杭州华丽染整有限公司,120.310792"
纺织染整,标排口,德清县昌隆绢纺染整有限公司,"浙江省湖州市德清县德清县昌隆绢纺染整有限公司,120.156000"
纺织染整,入管网口,浙江利明印染有限公司,"浙江省杭州市江干区利明印染有限公司,120.223481"
热电,废气排放口,临安华旺热能有限公司,"浙江省杭州市临安区临安华旺热能有限公司,119.844217"
合成革,1#排口,台州宏得利树脂有限公司,"浙江省台州市临海市台州宏得利树脂有限公司,121.605507"
污水处理厂,标准排放口,瑞安紫光水业有限公司（瑞安市江北污水处理厂）,"浙江省温州市瑞安市瑞安紫光水业有限公司,120.689937"
金属加工,标排口,德清县浙北通讯器材有限公司,"浙江省湖州市德清县浙北通讯器材有限公司,120.298227"
电镀,废水排放口,宁波北仑区白峰电镀厂,"浙江省宁波市北仑区白峰电镀厂,121.983260"
医药,VOC排放口,绍兴民生医药有限公司,"浙江省绍兴市越城区绍兴民生医药有限公司,120.601829"
皮革,标准排放口,温州市中天皮革制造有限公司,"浙江省温州市龙湾区中天皮革制造有限公司,120.816159"
污水处理厂,1#排口,仙居县白塔镇污水处理厂,"浙江省台州市仙居县白塔镇,120.601611"
纺织染整,标排口,义乌市成源漂染有限公司,"浙江省金华市义乌市,120.075058"
污水处理厂,2#废水排放口,浦江富春紫光水务有限公司,"浙江省金华市浦江县浦江富春紫光水务有限公司,119.959091"
纺织染整,标排口,义乌市博尼服饰有限公司,"浙江省金华市义乌市博尼服饰有限公司,120.137322"
化工,入管网口,桐乡市化工有限公司,"浙江省嘉兴市桐乡市桐乡市化工有限公司,120.540208"
金属加工,标排口,兰溪市同力铝业股份有限公司,"浙江省金华市兰溪市,119.460526"
电镀,废水排放口,北仑江南电镀中心,"浙江省宁波市北仑区江南电镀中心,121.709400"
化工,总排口,绍兴市宇洲化工有限公司,"浙江省绍兴市上虞区绍兴市宇洲化工有限公司,120.775749"
纺织染整,1#排口,台州同兴印染有限公司,"浙江省台州市黄岩区台州同兴印染有限公司,121.334461"
纺织染整,标排口1#,杭州临安藻溪丝绸印染厂,"浙江省杭州市临安区藻溪丝绸印染厂,119.492762"
污水处理厂,总排口,龙泉市达石工农业开发有限公司,"浙江省丽水市龙泉市,119.141461"
造纸,总排口,嵊州市永利纸业有限公司,"浙江省绍兴市嵊州市永利纸业有限公司,120.840490"
污水处理厂,标排口,建德市三都镇污水处理厂,"浙江省杭州市建德市三都镇,119.573650"
污水处理厂,1#废水排放口,浦江富春紫光水务有限公司,"浙江省金华市浦江县浦江富春紫光水务有限公司,119.959091"
纺织染整,总排口,绍兴市越兴纱线有限公司,"浙江省绍兴市越城区绍兴市越兴纱线有限公司,120.664651"
纺织染整,标准排放口,宁波盛丰纺织有限公司,"浙江省宁波市北仑区宁波盛丰纺织有限公司,121.701251"
造纸,标排口1#,杭州临安荣达造纸厂,"浙江省杭州市临安区临安,119.718891"
化工,总排口,绍兴众昌化工股份有限公司,"浙江省绍兴市上虞区众昌化工有限公司,120.884776"
化工,乙烯污水排放口,中国石油化工股份有限公司镇海炼化分公司,"浙江省宁波市镇海区镇海炼化分公司,121.666911"
纺织染整,标排口,义乌市锦绣染整有限公司,"浙江省金华市义乌市锦绣染整有限公司,119.965384"
污水处理厂,废水标排口,建德市李家污水处理厂,"浙江省杭州市建德市李家村,119.038502"
污水处理厂,总排口,嘉兴市秀洲区荷花污水处理厂,"浙江省嘉兴市秀洲区荷花,120.639361"
纺织染整,1#排口,余姚百利特种纺织染整有限公司,"浙江省宁波市余姚市余姚百利特种纺织染整有限公司,121.049707"
合成革,纳管口,嘉兴震洲服装有限公司,"浙江省嘉兴市平湖市嘉兴震洲服装有限公司,120.994924"
化工,总排口,浙江恒逸高薪材料有限公司,"浙江省杭州市萧山区浙江恒逸高薪材料有限公司,120.684340"
污水处理厂,1#排口,玉环经济开发区基础设施投资有限公司（漩门污水）,"浙江省台州市玉环市玉环经济开发区,121.274606"
造纸,1#排口,台州市华丰纸业有限公司,"浙江省台州市黄岩区华丰纸业有限公司,121.113636"
污水处理厂,1#排口,临海清源污水处理有限公司（临海市南洋第二污水处理厂一期工程）,"浙江省台州市临海市南洋第二污水处理厂,121.583210"
造纸,标排口,嵊州市西鲍第五纸业有限公司,"浙江省绍兴市嵊州市第五纸业有限公司,120.822085"
污水处理厂,标排口,兰溪市诸葛镇污水处理厂,"浙江省金华市兰溪市诸葛镇,119.292804"
纺织染整,排放口,浙江永春针织有限公司,"浙江省,120.152791"
纺织染整,标排口,上虞市舜虹纺织漂染有限公司,"江苏省南京市六合区上虞,118.897163"
污水处理厂,标准排放口,浙江国水环保科技有限公司（东海污水处理厂）,"浙江省杭州市余杭区东海,119.997994"
电镀,标排口1#,宁海县信豪铝业有限公司,"浙江省宁波市宁海县信豪铝业有限公司,121.354751"
纺织染整,标排口,义乌市诚信织带有限公司,"浙江省金华市义乌市诚信织带有限公司,120.026385"
皮革,标准排放口,浙江南龙皮业有限公司（温州市瓯海南龙制革厂）,"浙江省温州市瓯海区南龙制革厂,120.538369"
污水处理厂,工业线出水口,绍兴市上虞区水处理发展有限责任公司,"浙江省绍兴市上虞区水处理发展有限责任公司,120.897619"
纺织染整,标排口1#,杭州临安鹊梅纺织有限公司,"浙江省杭州市临安区鹊梅纺织有限公司,119.639473"
金属加工,标准排放口,温州宏丰合金有限公司,"浙江省温州市龙湾区温州宏丰合金有限公司,120.806560"
污水处理厂,进水口,丽水市供排水有限责任公司(水阁污水处理厂),"浙江省丽水市莲都区水阁污水处理厂,119.840347"
电镀,废水排放口,湖州金久电镀有限公司,"浙江省湖州市南浔区湖州金久电镀有限公司,120.260160"
污水处理厂,标准排放口,浙江双良商达环保有限公司(三魁污水处理厂）,"浙江省杭州市西湖区浙江双良商达环保有限公司,120.074561"
纺织染整,标排口,湖州佳新丝绸炼染有限公司,"浙江省湖州市南浔区湖州佳新丝绸炼染有限公司,120.260187"
纺织染整,标排口,金华市兰婷针织有限公司,"浙江省金华市金东区兰婷针织有限公司,119.891234"
化工,标准排放口,温州黄河超细纤维有限公司,"浙江省温州市苍南县黄河超细纤维有限公司,120.585791"
垃圾焚烧,1#排口,温岭瀚洋资源电力有限公司,"浙江省台州市温岭市瀚洋资源电力有限公司,121.389087"
电镀,标排口1#,山中合金（宁波）有限公司,"浙江省宁波市宁海县山中合金(宁波)有限公司,121.461758"
污水处理厂,总排口,长兴县诚泽水务有限公司,"浙江省湖州市长兴县,119.910952"
化工,1#排口,台州市德长环保有限公司,"浙江省台州市临海市台州市德长环保有限公司,121.583940"
纺织染整,标准排放口,温州市成鑫染织有限公司,"浙江省温州市,120.699366"
化工,排放口,杭州禾新化工有限公司,"浙江省杭州市萧山区杭州禾新化工有限公司,120.398180"
纺织染整,标排口,长兴海德纺织科技有限公司,"浙江省湖州市长兴县长兴海德纺织科技有限公司,119.964180"
化工,标排口,新化化工股份有限公司大洋基地,"湖南省娄底市新化县新化,111.326210"
纺织染整,纳管口,绍兴柯桥协力纺织整理有限公司,"浙江省绍兴市柯桥区协力纺织整理有限公司,120.523030"
纺织染整,标排口,义乌市永军染整有限公司,"浙江省金华市义乌市,120.075058"
重金属,1#排口,玉环电镀有限公司,"浙江省台州市玉环市玉环电镀有限公司,121.406463"
污水处理厂,出口,绍兴柯桥排水有限公司城南分公司,"浙江省绍兴市越城区城南,120.587692"
纺织染整,标排口,宁波市海曙祥和染整厂,"浙江省宁波市海曙区祥和染整厂,121.495430"
热电,高温高压排放口,浙江嘉善协联热电有限公司,"浙江省嘉兴市嘉善县加善协联热电有限公司,120.944530"
化工,纳管口,嘉兴金利化工有限公司,"浙江省嘉兴市平湖市金利化工有限公司,121.052938"
医药,标排口,歌礼药业（浙江）有限公司,"浙江省杭州市下城区浙江有限公司,120.179080"
重金属,1#排口,浙江之恩环保产业园有限公司,"浙江省,120.152791"
污水处理厂,标排口,杭州市排水有限公司城西水处理分公司,"浙江省杭州市上城区杭州市排水有限公司,120.178044"
金属加工,标排口,宁波奉化永诚源金属制品有限公司,"浙江省宁波市,121.550357"
化工,总排口,宁波三江益农化学有限公司,"浙江省宁波市镇海区宁波人建医药化学有限公司,121.625694"
皮革,标排口,衢州市富华皮革有限公司,"浙江省衢州市衢江区富华皮革有限公司,118.918885"
纺织染整,标排口,湖州景兴纺织印染有限公司,"浙江省湖州市长兴县湖州景兴纺织印染有限公司,119.934166"
纺织染整,宏达染整标排口,金华市宏达染整有限公司,"浙江省金华市金东区金华市宏达染整有限公司,119.921140"
纺织染整,标排口,浙江汇丽印染整理有限公司,"浙江省杭州市萧山区浙江汇丽印染整理有限公司,120.600842"
纺织染整,排放口,杭州天成印染有限公司,"浙江省杭州市萧山区杭州天成印染有限公司,120.548526"
化工,VOCs排放口卫星科技1,浙江卫星石化股份有限公司,"浙江省杭州市萧山区卫星,120.285656"
电镀,标准排放口,瑞安市东钛金属工艺有限公司,"浙江省温州市瑞安市瑞安市东钛金属工艺有限公司,120.737904"
污水处理厂,废水排放口,宁波北仑岩东水务有限公司小港污水处理厂,"浙江省宁波市北仑区小港污水处理厂,121.754162"
纺织染整,标排口1#,临安彩绿线业有限公司,"浙江省杭州市临安区临安彩绿线业有限公司,119.396986"
造纸,废水标排口,杭州富阳亭山造纸二厂,"浙江省杭州市富阳区亭山造纸二厂,119.995095"
化工,1#排放口,杭州传化精细化工有限公司,"浙江省杭州市萧山区杭州传化精细化工有限公司,120.274829"
污水处理厂,标准排放口,浙江双良商达环保有限公司(筱村污水处理厂),"浙江省杭州市西湖区浙江双良商达环保有限公司,120.074561"
纺织染整,标排口,宁波天一纺织线业有限公司,"浙江省宁波市奉化区天一纺织线业有限公司,121.441637"
纺织染整,纳管口,嘉兴市秀洲区万虹漂染有限公司,"浙江省嘉兴市秀洲区万虹漂染有限公司,120.661898"
医药,标排口,浙江远力健药业有限公司,"浙江省杭州市建德市浙江远力健药业有限公司,119.278978"
纺织染整,标排口,绍兴海神印染制衣有限公司,"浙江省绍兴市越城区绍兴海神印染制衣有限公司,120.596992"
纺织染整,总排口,嘉兴市远大纺织印染有限公司,"浙江省嘉兴市秀洲区远大纺织印染有限公司,120.665369"
重金属,1#排口,临海市金泽金属表面处理有限公司,"浙江省台州市临海市金泽金属表面处理有限公司,121.509864"
电镀,标准排放口,永嘉恒达拉链科技有限公司,"浙江省温州市永嘉县永嘉,120.682144"
重金属,标排口1#,宁海县长光铝塑制品厂,"浙江省宁波市宁海县宁海长光铝塑制品厂,121.448350"
金属加工,标排口,兰溪市鼎昱金属制品有限公司,"浙江省金华市兰溪市,119.460526"
造纸,标准排放口,温州市奔马机电有限公司,"浙江省温州市瑞安市温州市奔马机电有限公司,120.490440"
污水处理厂,1#排口,天台县城乡污水处理有限公司（平桥污水）,"浙江省台州市天台县,121.006725"
化工,废水排放口,浙江中法新材料有限公司,"浙江省杭州市下城区浙江中法新材料有限公司,120.185938"
化工,排放口,浙江波磊涂料有限公司,"浙江省杭州市萧山区浙江波磊涂料有限公司,120.378748"
污水处理厂,标准排放口,文成县公用事业投资有限公司（南田污水处理厂）,"浙江省温州市文成县文成县公用事业投资有限公司,120.082122"
水泥,废气排放口,浙江青龙山建材有限公司,"浙江省杭州市建德市青龙山,119.616547"
化工,排放口,浙江绍兴元名聚氨酯有限公司,"浙江省绍兴市柯桥区元名聚氨酯有限公司,120.499406"
火电,2#废气排放口,平湖弘欣热电有限公司,"浙江省嘉兴市平湖市平湖,121.104062"
火电,6号炉,浙江浙能嘉华发电有限公司,"浙江省杭州市上城区浙江浙能嘉华发电有限公司,120.179750"
垃圾焚烧,1#排放口,杭州萧山锦江绿色能源有限公司,"浙江省杭州市萧山区锦江绿色能源有限公司,120.270560"
纺织染整,标排口,绍兴柯桥恒鸣化纤有限公司,"浙江省绍兴市柯桥区柯桥,120.491189"
化工,标排口,国际香料香精（杭州）有限公司,"浙江省杭州市建德市国际香料香精(杭州)有限公司,119.418029"
食品加工,排放口,杭州冠亚饮料有限公司,"浙江省杭州市萧山区杭州冠亚饮料有限公司,120.564826"
医药,VOC排放口,浙江省昌海生物有限公司,"浙江省,120.152791"
纺织染整,排放口,杭州澳美印染有限公司,"浙江省杭州市萧山区杭州澳美印染有限公司,120.451640"
造纸,标排口1#,浙江文昌阁纸业有限公司,"浙江省杭州市临安区文昌阁,119.730880"
污水处理厂,2#排放口,杭州萧山污水处理有限公司（原钱江）,"浙江省杭州市萧山区污水处理有限公司,120.285336"
食品加工,废水排放口,杭州富春江罐头食品有限公司,"浙江省杭州市桐庐县富春江,119.642502"
电镀,标排口,宁波大昌金属材料科技有限公司,"浙江省宁波市慈溪市宁波大昌金属材料科技有限公司,121.292430"
垃圾焚烧,1#废气排放口,舟山旺能环保能源有限公司,"浙江省舟山市定海区舟山旺能环保能源有限公司,122.092962"
重金属,1#标排口,绍兴青运激光制版有限公司,"浙江省绍兴市越城区绍兴青运激光制版有限公司,120.635990"
造纸,标准排放口,瑞安市五心纸业有限公司,"浙江省温州市瑞安市瑞安市五心纸业有限公司,120.589170"
污水处理厂,1#排污口,庆元县五都污水处理厂,"浙江省丽水市庆元县,119.062590"
纺织染整,总排口,嘉兴市正丰染色有限公司,"浙江省嘉兴市秀洲区嘉兴市正丰染色有限公司,120.665397"
纺织染整,污水排放口,三养纺织(嘉兴)有限公司,"浙江省嘉兴市秀洲区三养纺织(嘉兴)有限公司,120.720834"
污水处理厂,排放口,嘉兴市秀清水务建设有限公司小金港污水站,"浙江省嘉兴市秀洲区小金港村,120.637779"
食品加工,废水排放口,杭州富阳杭富罐头食品有限公司,"浙江省杭州市富阳区杭富罐头食品有限公司,119.765587"
造纸,标排口,衢州双熊猫纸业有限公司,"浙江省衢州市柯城区双熊猫纸业有限公司,118.897281"
纺织染整,标排口,宁波华络特汽车内饰有限公司,"浙江省宁波市北仑区饰有限公司,121.888356"
污水处理厂,总排口,新昌县儒岙污水处理有限公司,"浙江省绍兴市新昌县,120.903866"
金属加工,标排口,浙江新华机械制造有限公司,"浙江省,120.152791"
垃圾焚烧,2#,德长环保股份有限公司（德力西长江环保投资有限公司）,"内蒙古自治区锡林郭勒盟东乌珠穆沁旗德力,116.063431"
化工,总排口,绍兴上虞绍风化工有限公司,"浙江省绍兴市,120.580232"
污水处理厂,金东污水处理厂排放口,浙江金华德朗水务有限公司金东污水处理厂,"浙江省金华市东阳市横店集团水务有限公司,120.320530"
化工,废水排放口,杭州崇耀科技发展有限公司,"浙江省杭州市建德市杭州崇耀科技发展有限公司,119.428980"
化工,标排口,浙江花园生物高科股份有限公司,"浙江省杭州市江干区生物高科股份有限公司,120.328194"
污水处理厂,进水口,瑞安紫光水业有限公司（瑞安市江北污水处理厂）,"浙江省温州市瑞安市瑞安紫光水业有限公司,120.689937"
垃圾焚烧,2#标排口,杭州萧山城市绿色能源有限公司,"浙江省杭州市萧山区萧山城市绿色能源有限公司,120.519564"
热电,2#废气排放口,衢州市东港环保热电有限公司,"浙江省衢州市衢江区东港环保热电有限公司,118.956415"
化工,RTO焚烧炉排放口,宁波爱思开合成橡胶有限公司,"浙江省宁波市镇海区宁波爱思开合成橡胶有限公司,121.661313"
污水处理厂,标排口,金塘污水处理中心,"江苏省徐州市睢宁县金塘,118.072769"
污水处理厂,标排口,东阳市第二污水处理厂,"浙江省金华市东阳市市第二污水处理厂,120.315972"
污水处理厂,标排口,兰溪信达环保科技工程有限公司,"浙江省金华市兰溪市兰溪信达环保科技工程有限公司,119.432676"
电镀,废水排放口,宁波凯达轴瓦有限公司,"浙江省宁波市北仑区宁波凯达轴瓦有限公司,121.700230"
合成革,标排口,亚泰制革有限公司,"北京市朝阳区城建亚泰,116.431793"
电镀,排口,宁波四维尔工业有限责任公司,"浙江省宁波市慈溪市宁波四维尔工业有限责任公司,121.317200"
纺织染整,标排口,宁波远东织物印染有限公司,"浙江省宁波市奉化区宁波远东织物印染有限公司,121.413797"
纺织染整,标排口,湖州盛利染整有限公司,"浙江省湖州市南浔区湖州盛利染整有限公司,120.275707"
金属加工,标排口,华尔推剪(宁波)有限公司,"浙江省宁波市奉化区华尔推剪(宁波)有限公司,121.314249"
垃圾焚烧,2#烟囱,绍兴市再生能源发展有限公司,"浙江省绍兴市柯桥区绍兴市再生能源发展有限公司,120.705714"
化工,标排口,浙江遂昌利民科技有限公司,"浙江省丽水市遂昌县,119.276104"
造纸,废水标排口,杭州富阳华威纸业有限公司,"浙江省杭州市富阳区华威纸业有限公司,120.021266"
纺织染整,废气排放口,海宁市利得宝印染有限公司,"浙江省嘉兴市海宁市利得宝印染有限公司,120.355923"
金属加工,1标排口,常石集团（舟山）造船有限公司,"浙江省舟山市岱山县造船有限公司,122.155031"
污水处理厂,总排口,嵊州市长乐镇长水污水处理有限公司,"浙江省绍兴市嵊州市长乐镇,120.613693"
金属加工,标排口1#,杭州运锦特版有限公司,"浙江省杭州市临安区杭州运锦特版有限公司,119.837047"
污水处理厂,标排口,浙江省岱山科亮环保科技有限公司,"浙江省舟山市岱山县岱山科亮环保科技有限公司,122.150905"
重金属,1#排口,临海市东方特种电镀厂,"浙江省台州市临海市东方特种电镀厂,121.557995"
火电,2#排放口,国电湖州南浔天然气热电有限公司,"浙江省湖州市南浔区湖州南浔天然气热电有限公司,120.352437"
重金属,1#排口,浙江黄岩海圣龙电镀厂,"浙江省台州市黄岩区海圣龙电镀厂,121.337836"
纺织染整,标排口,湖州金欢线业有限公司,"浙江省湖州市南浔区湖州金欢线业有限公司,120.332961"
化工,PVC厂废水排放口,台塑工业（宁波）有限公司,"浙江省宁波市北仑区台塑工业宁波有限公司,121.906423"
热电,1号排放口,嘉兴市协鑫环保热电有限公司,"浙江省嘉兴市桐乡市濮院协鑫环保热电有限公司,120.591403"
皮革,入管网口,桐乡市道远裘革科技有限公司（恒源皮革）,"浙江省嘉兴市桐乡市恒源皮革,120.422550"
纺织染整,标排口,东阳市金泽洗染有限公司,"浙江省金华市东阳市,120.241566"
电镀,废水排放口,宁波镇海渊博电镀有限公司,"浙江省宁波市镇海区渊博电镀有限公司,121.619700"
造纸,纳管口,浙江民丰罗伯特纸业有限公司,"浙江省杭州市西湖区民丰,120.146320"
污水处理厂,标排口,杭州余杭水务有限公司开发区污水处理厂,"浙江省杭州市余杭区污水处理厂,120.330259"
重金属,总排口,绍兴绍运制版有限公司,"浙江省绍兴市越城区绍兴绍运制版有限公司,120.620157"
热电,废气排放口,浙江中成热电有限公司,"浙江省杭州市余杭区热电有限公司,120.164127"
热电,废气标排口6#,杭州余杭新奥能源发展有限公司,"浙江省杭州市余杭区余杭,119.942262"
化工,VOCs排放口卫星科技2,浙江卫星石化股份有限公司,"浙江省杭州市萧山区卫星,120.285656"
化工,标排口,格林生物科技股份有限公司,"浙江省杭州市建德市格林生物科技股份有限公司,119.468224"
污水处理厂,标准排口,岱西镇污水处理厂,"浙江省舟山市岱山县岱西镇,122.036171"
化工,标排口,杭州越西客车制造有限公司,"浙江省杭州市萧山区杭州越西客车制造有限公司,120.502971"
纺织染整,标排口,湖州丝得莉染色有限公司,"浙江省湖州市南浔区湖州丝得莉染色有限公司,120.281655"
纺织染整,标排口,金华市华尔汽车饰件有限公司,"浙江省金华市兰溪市金华市华尔汽车饰件有限公司,119.415286"
电镀,废水排放口,杭州富阳松华电镀有限公司,"浙江省杭州市富阳区松华电镀有限公司,120.052857"
食品加工,综合废水排放口,江山市食品有限公司城关生猪定点屠宰厂,"浙江省衢州市江山市江山市食品有限公司,118.628741"
污水处理厂,四期标排口,杭州市排水有限公司城东水处理分公司（七格）,"浙江省杭州市江干区城东水处理公司,120.319228"
水泥,2000吨废气排放口,衢州南方水泥有限公司,"浙江省衢州市江山市衢州南方水泥有限公司,118.552122"
造纸,废水排放口,杭州富阳大华造纸有限公司,"浙江省杭州市富阳区大华造纸有限公司,119.999714"
造纸,废水标排口,富阳鑫宏纸业有限公司,"浙江省杭州市富阳区富阳鑫宏纸业有限公司,119.938041"
金属加工,标排口,德清县佳伟线缆有限公司,"浙江省湖州市德清县德清县佳伟线缆有限公司,120.237604"
食品加工,纳管口,浙江上方生物科技有限公司,"浙江省杭州市淳安县上方,118.803969"
污水处理厂,标排口,舟山市污水处理有限公司勾山污水处理厂,"浙江省舟山市普陀区勾山污水处理厂,122.236097"
热电,废气排放口,宁波长丰热电有限公司,"浙江省宁波市鄞州区长丰热电有限公司,121.537949"
污水处理厂,排污口1#,炉田污水处理厂,"浙江省温州市鹿城区炉田,120.606430"
皮革,标排口1#,临安华信印制电路板厂,"浙江省杭州市临安区临安,119.718891"
皮革,标排口,浙江安吉宏枫颜料有限公司,"浙江省湖州市安吉县宏枫颜料有限公司,119.614040"
皮革,标排口,杭州萧宏康美盛铝业有限公司,"浙江省杭州市建德市杭州萧宏康美盛铝业有限公司,119.600116"
皮革,标排口1,宁波远东照明有限公司,"浙江省宁波市慈溪市宁波远东照明有限公司,121.521600"
皮革,废水,舟山市海圣生物有限公司,"浙江省舟山市,122.207215"
皮革,1#,扬帆辐条厂,"江苏省苏州市张家港市扬帆社区,120.547173"
皮革,纳管口,绍兴县德美化工有限公司,"云南省迪庆藏族自治州德钦县德美,98.635254"
皮革,标排口,富丽达集团控股有限公司(富丽达污水厂),"浙江省杭州市萧山区富丽达集团控股有限公司,120.584396"
皮革,标排口,大榭开发区银鑫磁业有限公司,"浙江省宁波市北仑区宁波大榭开发区,121.931877"
皮革,标排口,宁波绿苑蔬菜食品有限公司,"浙江省宁波市慈溪市宁波绿苑蔬菜食品有限公司,121.187659"
皮革,排污口,武义县卫生用品有限公司,"浙江省金华市武义县武义卫生用品有限公司,119.831050"
皮革,标排口,百威英博（宁波）啤酒有限公司,"浙江省宁波市海曙区百威英博(宁波)啤酒有限公司,121.365857"
,排放口,杭州华仑印染有限公司(三元控股集团污水集中处理中心）,"浙江省杭州市萧山区杭州华仑印染有限公司,120.549358"
皮革,废水排放口,嘉善益达毛纺织染有限公司,"浙江省嘉兴市嘉善县嘉善益达毛纺织染有限公司,120.832411"
热电,废气排放口,浙江巴陵恒逸己内酰胺有限责任公司,"浙江省杭州市萧山区酰胺有限责任公司,120.683437"
皮革,排放口,德清县华康纸业有限公司,"浙江省湖州市德清县华康纸业有限公司,120.142756"
皮革,标排口1#,杭州宝临印刷电路有限公司,"浙江省杭州市临安区宝临印刷电路有限公司,119.703162"
皮革,1#,杭州余杭印染化工厂,"浙江省杭州市余杭区余杭印染化工厂,120.310305"
,排放口,杭州萧山之湘印染有限公司,"浙江省杭州市萧山区萧山之湘印染有限公司,120.433828"
皮革,1#,洞头县联欣表面处理有限公司,"浙江省温州市洞头县,121.156181"
皮革,标排口1#,杭州临安杰达电子有限公司,"浙江省杭州市萧山区杰达电子有限公司,120.407048"
锅炉,1#焦炉烟囱排放口,宁波钢铁有限公司,"浙江省宁波市北仑区宁波钢铁有限公司,121.883031"
皮革,废水排放口,宁波良益铝制品有限公司,"浙江省宁波市海曙区良益铝制品有限公司,121.398570"
皮革,污水排放口,杭州升达电子有限公司,"浙江省杭州市临安区升达电子有限公司,119.247720"
,标排口1#,浙江新都纸业有限公司,"浙江省,120.152791"
皮革,总排口,中化蓝天氟材料有限公司,"北京市朝阳区中国石化大厦,116.436363"
,废气排放口,海宁中龙印染有限公司,"浙江省嘉兴市海宁市中龙印染有限公司,120.680841"
皮革,污水总排口,浙江省遂昌金矿有限公司,"浙江省丽水市遂昌县遂昌金矿有限公司,119.419750"
皮革,标排口,浙江中海印染有限公司,"浙江省杭州市萧山区中海印染有限公司,120.596048"
皮革,废水总排口,德清丽顺汽车配件有限公司,"浙江省湖州市德清县德清丽顺汽车配件有限公司,120.219488"
